,0
207581,451
390232,452
292760,453
80953,454
337262,455
380913,456
440128,457
172340,458
62866,459
8501,460
302946,461
80700,462
212918,463
212956,464
399728,465
319506,466
59477,467
219936,468
443875,469
76734,470
229257,471
396318,472
183178,473
387660,474
463280,475
418572,476
73593,477
44054,478
380511,479
184585,480
303055,481
89675,482
297513,483
226127,484
463941,485
49810,486
253353,487
259487,488
374363,489
34435,490
424976,491
105720,492
137174,493
431322,494
115525,495
367975,496
197968,497
198798,498
30024,499
1981,500
220530,501
199484,502
206925,503
268081,504
305786,505
381653,506
44220,507
162932,508
172967,509
151839,510
400577,511
343878,512
94952,513
417276,514
450414,515
463238,516
72422,517
362851,518
328696,519
182099,520
398379,521
459186,522
159603,523
330649,524
291413,525
354676,526
435713,527
452210,528
162243,529
383488,530
123986,531
115586,532
116794,533
278679,534
72011,535
227628,536
318871,537
184628,538
239604,539
246634,540
328901,541
64521,542
152085,543
94099,544
291689,545
156108,546
97750,547
352247,548
310353,549
170599,550
349737,551
262138,552
460188,553
160259,554
89977,555
393742,556
367667,557
370889,558
137440,559
375588,560
459109,561
203679,562
35881,563
427923,564
161026,565
197005,566
284941,567
38796,568
323280,569
167271,570
179683,571
57284,572
466501,573
14858,574
156094,575
273940,576
315545,577
464731,578
60918,579
229204,580
67182,581
422948,582
171959,583
311052,584
335913,585
260256,586
464409,587
167587,588
161688,589
218541,590
247061,591
379002,592
310590,593
50814,594
290839,595
122604,596
347013,597
199952,598
315543,599
281442,600
20388,601
311303,602
326449,603
56153,604
442837,605
134353,606
91755,607
242521,608
437293,609
6266,610
242567,611
412297,612
133415,613
389118,614
87575,615
179849,616
50048,617
103076,618
93144,619
437302,620
186352,621
393134,622
188698,623
439537,624
438182,625
53779,626
37583,627
32057,628
57165,629
296448,630
50329,631
279690,632
367790,633
351825,634
326799,635
165348,636
200537,637
48072,638
235224,639
422822,640
323381,641
379752,642
67438,643
288171,644
231243,645
36906,646
65889,647
157361,648
187354,649
257196,650
214912,651
60214,652
285729,653
78849,654
19664,655
153280,656
80622,657
86497,658
27494,659
351798,660
78060,661
309403,662
5440,663
216305,664
448817,665
355994,666
52888,667
306344,668
319992,669
59192,670
93900,671
30513,672
68892,673
47352,674
101094,675
257773,676
399053,677
24358,678
300629,679
120098,680
59691,681
47457,682
45121,683
70277,684
325256,685
49803,686
113646,687
367490,688
283550,689
408649,690
237318,691
441185,692
13021,693
378673,694
100307,695
139898,696
139593,697
306513,698
368503,699
304877,700
54435,701
414460,702
261288,703
320770,704
287356,705
95426,706
394522,707
259455,708
234162,709
41932,710
265482,711
425647,712
248816,713
200270,714
299044,715
13031,716
38913,717
37402,718
182642,719
228325,720
187530,721
289984,722
261863,723
380493,724
243336,725
457380,726
387279,727
154703,728
389545,729
179038,730
181527,731
225083,732
202835,733
138027,734
454672,735
15327,736
198251,737
5127,738
392074,739
262917,740
82452,741
96680,742
420871,743
304719,744
165816,745
260957,746
294632,747
41217,748
158829,749
161951,750
80502,751
78978,752
299256,753
429870,754
97932,755
61240,756
440373,757
144675,758
150318,759
386056,760
94198,761
384514,762
91452,763
87824,764
39490,765
12765,766
398012,767
329693,768
444365,769
337348,770
348942,771
433165,772
459475,773
361103,774
255708,775
29908,776
216695,777
368094,778
430292,779
24855,780
325319,781
157078,782
43389,783
335041,784
303715,785
428372,786
144076,787
401264,788
67748,789
442683,790
182746,791
347974,792
71846,793
147825,794
240004,795
313203,796
277276,797
112568,798
266900,799
22471,800
360403,801
138273,802
296594,803
340749,804
327424,805
431621,806
117564,807
250658,808
368231,809
215413,810
314784,811
461301,812
420578,813
421884,814
392895,815
75873,816
56763,817
138114,818
426298,819
51646,820
374841,821
356236,822
239020,823
374101,824
245879,825
379520,826
325978,827
388097,828
275648,829
93067,830
205347,831
122607,832
100345,833
307285,834
379092,835
56710,836
376911,837
387488,838
306433,839
64751,840
265166,841
447995,842
461765,843
209619,844
110515,845
257952,846
172063,847
38403,848
165084,849
276245,850
262159,851
293735,852
4332,853
91249,854
140141,855
263188,856
267196,857
217268,858
191101,859
158507,860
370956,861
147965,862
6992,863
58961,864
256695,865
10659,866
111010,867
391131,868
81470,869
354701,870
110994,871
28100,872
209792,873
293687,874
408404,875
387691,876
332628,877
456889,878
338130,879
156993,880
177478,881
188558,882
409655,883
383396,884
240421,885
426550,886
121318,887
429963,888
275269,889
360516,890
167484,891
193359,892
60376,893
306256,894
391089,895
243355,896
270950,897
12523,898
99038,899
168515,900
207108,901
65286,902
373384,903
375239,904
19629,905
272563,906
12489,907
234865,908
88402,909
365425,910
82174,911
277264,912
96776,913
284600,914
183087,915
381265,916
240909,917
63668,918
33613,919
57168,920
62799,921
442871,922
276186,923
260043,924
466439,925
457189,926
88886,927
169484,928
435090,929
279052,930
132301,931
431900,932
366734,933
172497,934
138130,935
189444,936
109692,937
101568,938
133476,939
23570,940
318594,941
405925,942
13942,943
17478,944
360723,945
128682,946
236948,947
197305,948
379034,949
24007,950
4636,951
354233,952
445224,953
41979,954
104472,955
198400,956
398489,957
400441,958
64253,959
150183,960
43915,961
119862,962
160830,963
383168,964
318024,965
424979,966
195140,967
218885,968
32520,969
305588,970
49617,971
385862,972
432687,973
29196,974
264178,975
226343,976
191705,977
460327,978
449130,979
349994,980
359222,981
10442,982
215868,983
440370,984
69427,985
323048,986
206974,987
416187,988
279746,989
177536,990
304685,991
250901,992
72994,993
296561,994
59765,995
26270,996
20934,997
152348,998
457402,999
272455,1000
92316,1001
21730,1002
26127,1003
80644,1004
210009,1005
371470,1006
148925,1007
180896,1008
224779,1009
335306,1010
331999,1011
368743,1012
381314,1013
272907,1014
186871,1015
157492,1016
215363,1017
264310,1018
397642,1019
45732,1020
418402,1021
300566,1022
92545,1023
165059,1024
16116,1025
221179,1026
242631,1027
284397,1028
115923,1029
104081,1030
407813,1031
96940,1032
270134,1033
369179,1034
170540,1035
150403,1036
203042,1037
99610,1038
439509,1039
396870,1040
116274,1041
90343,1042
269452,1043
190473,1044
246305,1045
329467,1046
363237,1047
406473,1048
346518,1049
69981,1050
200082,1051
100520,1052
70853,1053
440129,1054
373805,1055
58123,1056
21454,1057
331311,1058
340093,1059
411573,1060
126646,1061
160194,1062
27256,1063
184524,1064
412128,1065
423399,1066
76132,1067
167978,1068
387373,1069
190181,1070
70039,1071
346223,1072
302224,1073
128513,1074
85846,1075
196465,1076
103889,1077
194252,1078
371733,1079
396529,1080
156431,1081
443088,1082
270880,1083
331471,1084
280654,1085
203117,1086
316518,1087
186476,1088
357747,1089
241555,1090
459848,1091
46443,1092
79530,1093
433527,1094
317765,1095
138017,1096
283115,1097
54058,1098
221501,1099
351690,1100
343502,1101
265966,1102
358878,1103
406606,1104
82377,1105
110306,1106
284871,1107
83981,1108
389172,1109
383285,1110
3563,1111
115426,1112
181493,1113
416767,1114
375181,1115
370277,1116
4887,1117
4250,1118
209670,1119
201600,1120
179208,1121
331381,1122
150100,1123
199217,1124
228699,1125
244907,1126
18062,1127
36497,1128
270105,1129
57754,1130
209746,1131
290126,1132
165074,1133
180762,1134
103221,1135
330647,1136
23828,1137
456648,1138
170513,1139
160349,1140
119260,1141
113233,1142
188390,1143
275317,1144
384453,1145
418301,1146
196764,1147
168927,1148
233008,1149
205829,1150
314118,1151
418304,1152
398187,1153
31019,1154
334401,1155
245616,1156
309056,1157
159848,1158
309546,1159
456578,1160
145193,1161
198589,1162
230842,1163
328250,1164
200793,1165
141157,1166
235748,1167
308741,1168
414417,1169
127788,1170
352410,1171
445749,1172
47934,1173
51467,1174
420271,1175
154154,1176
259501,1177
415838,1178
434731,1179
330506,1180
325755,1181
364633,1182
124135,1183
153778,1184
274798,1185
165056,1186
261724,1187
173515,1188
160070,1189
433957,1190
23929,1191
431807,1192
464315,1193
265708,1194
145519,1195
76249,1196
431232,1197
13855,1198
59758,1199
296264,1200
73602,1201
430714,1202
21851,1203
354720,1204
61273,1205
45237,1206
275106,1207
388800,1208
326251,1209
392981,1210
260284,1211
172894,1212
39143,1213
917,1214
344562,1215
326048,1216
321246,1217
144097,1218
175317,1219
172832,1220
182635,1221
275301,1222
443931,1223
243566,1224
418619,1225
434677,1226
28582,1227
261327,1228
401090,1229
236416,1230
264338,1231
421337,1232
184842,1233
171050,1234
296949,1235
285411,1236
270120,1237
356248,1238
69534,1239
124211,1240
440697,1241
312094,1242
330320,1243
93101,1244
80134,1245
340429,1246
438999,1247
185771,1248
199701,1249
13576,1250
87390,1251
300094,1252
15153,1253
288418,1254
143672,1255
80669,1256
253714,1257
425779,1258
89232,1259
29741,1260
125662,1261
83781,1262
53302,1263
124189,1264
326184,1265
398417,1266
338719,1267
314925,1268
86904,1269
406621,1270
373910,1271
70242,1272
370653,1273
415610,1274
363017,1275
124583,1276
245418,1277
430300,1278
199417,1279
321722,1280
129457,1281
252320,1282
443127,1283
326535,1284
277762,1285
271351,1286
124193,1287
165624,1288
376168,1289
130800,1290
328880,1291
157353,1292
340960,1293
175246,1294
160181,1295
240013,1296
337870,1297
245692,1298
435160,1299
335330,1300
447950,1301
149081,1302
11749,1303
101788,1304
138427,1305
116470,1306
209681,1307
105622,1308
440377,1309
59665,1310
389764,1311
163105,1312
142936,1313
200505,1314
70773,1315
202140,1316
233299,1317
132405,1318
459122,1319
368228,1320
63119,1321
172292,1322
276764,1323
50500,1324
381261,1325
90792,1326
434325,1327
75839,1328
389792,1329
12163,1330
135045,1331
47260,1332
27847,1333
279379,1334
312428,1335
45765,1336
353737,1337
284192,1338
340184,1339
437068,1340
292291,1341
112715,1342
319375,1343
286481,1344
107164,1345
130704,1346
444709,1347
272824,1348
424804,1349
285988,1350
329522,1351
183049,1352
133796,1353
224239,1354
321712,1355
142973,1356
399310,1357
1489,1358
356635,1359
245400,1360
236581,1361
333492,1362
262638,1363
234033,1364
441907,1365
99281,1366
293108,1367
159463,1368
160878,1369
244673,1370
403757,1371
156163,1372
224900,1373
156129,1374
414088,1375
223985,1376
121876,1377
89044,1378
23562,1379
226820,1380
292315,1381
244525,1382
62060,1383
122715,1384
64388,1385
144714,1386
332717,1387
327544,1388
307797,1389
346501,1390
347172,1391
176113,1392
56766,1393
261644,1394
317691,1395
85227,1396
279869,1397
410956,1398
123214,1399
175555,1400
144415,1401
327598,1402
246130,1403
102573,1404
97857,1405
319613,1406
46156,1407
239590,1408
429579,1409
92466,1410
113948,1411
1974,1412
222783,1413
336832,1414
455570,1415
226089,1416
64482,1417
413895,1418
26210,1419
345917,1420
238059,1421
192409,1422
61840,1423
289710,1424
102716,1425
59772,1426
378845,1427
139027,1428
4283,1429
189381,1430
251216,1431
267885,1432
466064,1433
72241,1434
19883,1435
105599,1436
249196,1437
340921,1438
10948,1439
158314,1440
252633,1441
356257,1442
359710,1443
289298,1444
7804,1445
40631,1446
298009,1447
147662,1448
442994,1449
210928,1450
399264,1451
239365,1452
279457,1453
193623,1454
4451,1455
250439,1456
149349,1457
257530,1458
341508,1459
452872,1460
52236,1461
431278,1462
419814,1463
250487,1464
177773,1465
359537,1466
149273,1467
250019,1468
50577,1469
359380,1470
47174,1471
310534,1472
83492,1473
67811,1474
239333,1475
398030,1476
273478,1477
78078,1478
123212,1479
177522,1480
104677,1481
284066,1482
341271,1483
6586,1484
399135,1485
300262,1486
58956,1487
382958,1488
442080,1489
361882,1490
458955,1491
218832,1492
10540,1493
117749,1494
461671,1495
59204,1496
173504,1497
62275,1498
353721,1499
224799,1500
400477,1501
182182,1502
100741,1503
338222,1504
154536,1505
249207,1506
390591,1507
425477,1508
217223,1509
244251,1510
251876,1511
214189,1512
429229,1513
2936,1514
442747,1515
221403,1516
137463,1517
198061,1518
202052,1519
391451,1520
9376,1521
290250,1522
49916,1523
88196,1524
154851,1525
418317,1526
277275,1527
446534,1528
271017,1529
131385,1530
238204,1531
152260,1532
8638,1533
402472,1534
168152,1535
44882,1536
57171,1537
290087,1538
412319,1539
213971,1540
444457,1541
139515,1542
451938,1543
405654,1544
211546,1545
59405,1546
195854,1547
309507,1548
229600,1549
370295,1550
236861,1551
301602,1552
290999,1553
257575,1554
341560,1555
387232,1556
113398,1557
101288,1558
418729,1559
286872,1560
124560,1561
7161,1562
426026,1563
148545,1564
69160,1565
149775,1566
213785,1567
391992,1568
382043,1569
155440,1570
332918,1571
304887,1572
405268,1573
414976,1574
293017,1575
314103,1576
288172,1577
98240,1578
403760,1579
325642,1580
252203,1581
441513,1582
325844,1583
206241,1584
140253,1585
267815,1586
264774,1587
289933,1588
29825,1589
175751,1590
383857,1591
111216,1592
330889,1593
207474,1594
178487,1595
455039,1596
271133,1597
15948,1598
77267,1599
166519,1600
129191,1601
393111,1602
451504,1603
203436,1604
330070,1605
345041,1606
86596,1607
383717,1608
287017,1609
296554,1610
143514,1611
215172,1612
32267,1613
212278,1614
229219,1615
22894,1616
169317,1617
464116,1618
83574,1619
126357,1620
326743,1621
133600,1622
266521,1623
461061,1624
333007,1625
226598,1626
204864,1627
435598,1628
369565,1629
125868,1630
333588,1631
93558,1632
444581,1633
152739,1634
29216,1635
176321,1636
208159,1637
233448,1638
393998,1639
138434,1640
106734,1641
189189,1642
385751,1643
7943,1644
119283,1645
272897,1646
352577,1647
85279,1648
443293,1649
359607,1650
430131,1651
55671,1652
388820,1653
233368,1654
12217,1655
145995,1656
77210,1657
386574,1658
117695,1659
454917,1660
91727,1661
58237,1662
76331,1663
194793,1664
438756,1665
80111,1666
460245,1667
384410,1668
465750,1669
63639,1670
255381,1671
289103,1672
26360,1673
277298,1674
243247,1675
54711,1676
297668,1677
281752,1678
821,1679
407608,1680
327851,1681
103127,1682
412865,1683
9970,1684
315176,1685
287911,1686
328842,1687
355613,1688
92527,1689
102306,1690
22163,1691
169284,1692
105848,1693
159822,1694
441590,1695
342530,1696
339070,1697
283498,1698
61284,1699
48256,1700
111306,1701
226728,1702
83869,1703
352493,1704
152034,1705
150592,1706
277879,1707
104261,1708
192017,1709
384399,1710
402800,1711
30403,1712
225279,1713
445864,1714
361551,1715
465221,1716
185598,1717
233938,1718
194725,1719
253369,1720
284654,1721
368016,1722
211259,1723
339447,1724
342254,1725
95598,1726
198996,1727
52466,1728
46399,1729
208939,1730
394660,1731
43950,1732
32553,1733
213318,1734
460404,1735
35986,1736
135400,1737
239052,1738
136556,1739
61859,1740
135644,1741
155050,1742
37115,1743
92954,1744
36904,1745
247141,1746
314803,1747
427418,1748
459990,1749
386365,1750
182473,1751
306508,1752
198062,1753
360017,1754
455990,1755
175959,1756
111830,1757
378577,1758
249206,1759
148118,1760
445167,1761
408923,1762
176900,1763
169400,1764
265350,1765
164281,1766
369170,1767
398756,1768
359632,1769
448044,1770
449881,1771
384528,1772
228644,1773
101718,1774
114416,1775
180566,1776
82278,1777
260650,1778
322666,1779
192221,1780
218364,1781
375955,1782
351530,1783
401057,1784
76770,1785
338463,1786
214630,1787
70846,1788
290474,1789
111403,1790
192710,1791
152231,1792
82229,1793
85932,1794
69223,1795
15212,1796
11472,1797
57346,1798
166703,1799
54115,1800
388562,1801
112537,1802
318477,1803
337046,1804
378479,1805
428157,1806
463788,1807
373725,1808
160975,1809
209994,1810
371906,1811
391136,1812
253720,1813
448342,1814
88749,1815
408897,1816
68607,1817
49257,1818
174538,1819
181764,1820
387227,1821
388897,1822
78822,1823
113155,1824
82478,1825
55742,1826
12829,1827
405481,1828
310938,1829
8411,1830
126926,1831
25611,1832
273263,1833
347606,1834
13985,1835
60621,1836
204841,1837
36764,1838
23870,1839
327636,1840
98282,1841
429571,1842
292989,1843
155319,1844
421526,1845
261219,1846
18521,1847
358211,1848
56045,1849
392302,1850
362103,1851
107155,1852
39261,1853
292741,1854
230034,1855
277490,1856
457029,1857
291123,1858
324077,1859
28384,1860
370745,1861
68242,1862
186373,1863
449895,1864
402460,1865
291964,1866
358565,1867
338308,1868
227092,1869
375861,1870
356738,1871
281808,1872
41657,1873
330819,1874
410905,1875
293038,1876
89555,1877
273041,1878
162525,1879
201456,1880
200763,1881
1913,1882
324429,1883
454877,1884
81478,1885
208978,1886
117216,1887
277328,1888
52571,1889
232897,1890
149230,1891
418050,1892
5893,1893
189270,1894
147595,1895
106848,1896
363944,1897
451027,1898
234493,1899
119636,1900
86484,1901
405649,1902
220165,1903
358050,1904
345867,1905
27812,1906
235627,1907
285710,1908
114256,1909
133398,1910
60500,1911
450336,1912
215406,1913
427601,1914
192990,1915
138702,1916
143619,1917
417342,1918
80460,1919
113149,1920
19032,1921
318789,1922
454088,1923
277106,1924
460970,1925
284627,1926
311228,1927
377635,1928
348596,1929
381779,1930
429094,1931
50556,1932
163350,1933
437742,1934
232131,1935
174284,1936
226777,1937
435622,1938
201116,1939
263217,1940
69699,1941
124272,1942
58233,1943
424855,1944
366732,1945
74833,1946
143008,1947
46753,1948
444712,1949
457696,1950
405720,1951
148731,1952
9686,1953
428257,1954
243353,1955
422346,1956
252068,1957
81431,1958
101845,1959
66973,1960
67336,1961
150439,1962
188723,1963
377644,1964
71068,1965
373128,1966
291578,1967
312735,1968
443766,1969
225826,1970
5843,1971
154977,1972
406205,1973
192330,1974
90828,1975
85579,1976
215024,1977
168924,1978
330959,1979
240582,1980
397757,1981
122324,1982
106027,1983
157801,1984
375021,1985
238780,1986
144859,1987
202614,1988
185896,1989
62529,1990
147240,1991
71836,1992
201526,1993
243376,1994
252108,1995
213310,1996
9018,1997
369294,1998
16279,1999
88198,2000
450076,2001
233427,2002
19976,2003
414402,2004
38262,2005
17899,2006
230202,2007
277119,2008
251130,2009
240291,2010
92271,2011
407615,2012
103285,2013
373600,2014
93424,2015
23221,2016
244239,2017
453646,2018
153171,2019
141969,2020
13582,2021
10986,2022
219425,2023
408356,2024
383212,2025
399031,2026
200032,2027
440972,2028
136874,2029
170181,2030
195166,2031
191179,2032
102259,2033
399881,2034
194654,2035
164411,2036
83580,2037
233866,2038
127926,2039
366859,2040
55543,2041
246733,2042
206930,2043
288249,2044
297852,2045
330368,2046
342837,2047
160318,2048
8497,2049
279866,2050
81705,2051
242905,2052
209837,2053
132418,2054
146486,2055
324439,2056
360880,2057
339917,2058
154281,2059
19588,2060
259964,2061
224744,2062
408963,2063
360682,2064
165524,2065
371480,2066
135661,2067
383573,2068
268264,2069
137232,2070
464474,2071
173480,2072
98707,2073
282746,2074
439455,2075
59873,2076
446961,2077
168775,2078
63935,2079
359482,2080
87158,2081
279999,2082
92668,2083
101156,2084
227161,2085
4287,2086
92361,2087
238719,2088
346597,2089
447234,2090
449023,2091
224614,2092
157419,2093
212969,2094
196270,2095
60323,2096
333766,2097
118199,2098
378831,2099
436748,2100
446522,2101
33120,2102
86929,2103
266088,2104
121595,2105
138115,2106
262595,2107
76315,2108
407711,2109
142466,2110
50443,2111
277096,2112
309778,2113
354212,2114
423363,2115
83978,2116
111912,2117
313958,2118
224348,2119
143185,2120
465306,2121
389037,2122
402580,2123
40397,2124
310392,2125
41462,2126
357585,2127
246201,2128
115889,2129
105876,2130
36368,2131
301127,2132
360811,2133
430930,2134
293254,2135
234704,2136
440021,2137
152249,2138
443375,2139
340545,2140
54554,2141
179290,2142
425294,2143
353946,2144
310175,2145
412974,2146
329133,2147
132638,2148
405853,2149
453390,2150
183411,2151
384911,2152
203345,2153
320075,2154
292553,2155
285527,2156
57868,2157
156813,2158
354245,2159
13844,2160
207521,2161
116352,2162
420459,2163
55124,2164
398775,2165
340808,2166
322989,2167
2348,2168
380775,2169
184990,2170
97785,2171
446561,2172
74768,2173
90885,2174
48341,2175
232776,2176
52080,2177
218986,2178
31848,2179
140265,2180
217712,2181
81981,2182
323595,2183
305196,2184
241067,2185
287279,2186
60987,2187
397800,2188
260422,2189
395733,2190
211676,2191
361347,2192
428717,2193
51533,2194
460036,2195
129490,2196
54939,2197
108319,2198
210279,2199
166100,2200
200180,2201
354909,2202
254301,2203
167350,2204
202534,2205
158262,2206
273890,2207
166839,2208
17479,2209
452543,2210
133907,2211
462164,2212
242370,2213
29986,2214
115530,2215
367581,2216
414321,2217
389634,2218
157437,2219
48019,2220
220808,2221
45007,2222
458978,2223
249511,2224
273239,2225
296318,2226
105246,2227
133818,2228
47283,2229
445821,2230
401734,2231
318222,2232
306154,2233
109760,2234
145632,2235
63769,2236
453814,2237
167769,2238
257048,2239
399557,2240
81154,2241
354459,2242
395425,2243
131743,2244
359476,2245
417166,2246
147820,2247
44027,2248
92341,2249
125099,2250
144427,2251
19474,2252
259913,2253
215596,2254
170136,2255
271602,2256
361040,2257
443180,2258
381613,2259
432503,2260
394518,2261
81045,2262
30938,2263
135703,2264
320620,2265
242145,2266
8594,2267
156549,2268
133814,2269
376800,2270
454596,2271
456617,2272
400859,2273
307064,2274
8069,2275
182800,2276
108462,2277
414368,2278
422671,2279
907,2280
298196,2281
103508,2282
229043,2283
452124,2284
348621,2285
254037,2286
393123,2287
283854,2288
192960,2289
256473,2290
64618,2291
254432,2292
29828,2293
144540,2294
96598,2295
433839,2296
331782,2297
308030,2298
254196,2299
362634,2300
346139,2301
320305,2302
337607,2303
338788,2304
257328,2305
412905,2306
440248,2307
56259,2308
153889,2309
448453,2310
91420,2311
169285,2312
204158,2313
320326,2314
412616,2315
231479,2316
357432,2317
319723,2318
385524,2319
255633,2320
231205,2321
296781,2322
263993,2323
293440,2324
452443,2325
449411,2326
320494,2327
222525,2328
240088,2329
20740,2330
249933,2331
95449,2332
370838,2333
397188,2334
360487,2335
374092,2336
260687,2337
244004,2338
98021,2339
360554,2340
39686,2341
380663,2342
168717,2343
191726,2344
372581,2345
2864,2346
438484,2347
333244,2348
372010,2349
36600,2350
324803,2351
464385,2352
215904,2353
155728,2354
151444,2355
221317,2356
244571,2357
26547,2358
99014,2359
126929,2360
10516,2361
35999,2362
324963,2363
237098,2364
353387,2365
331514,2366
304223,2367
69855,2368
391156,2369
196748,2370
361850,2371
308037,2372
395776,2373
141328,2374
344287,2375
59815,2376
22708,2377
33182,2378
215156,2379
25570,2380
34551,2381
357411,2382
377217,2383
184988,2384
91875,2385
89777,2386
304669,2387
376793,2388
386845,2389
253059,2390
146528,2391
278586,2392
334273,2393
283125,2394
103311,2395
223139,2396
317010,2397
389814,2398
335584,2399
190260,2400
289405,2401
303542,2402
274425,2403
81435,2404
219488,2405
60921,2406
422823,2407
56319,2408
278308,2409
69677,2410
110597,2411
35779,2412
218612,2413
126216,2414
334938,2415
169278,2416
270886,2417
47787,2418
49841,2419
233538,2420
193150,2421
189635,2422
357993,2423
437165,2424
275406,2425
220183,2426
200723,2427
161182,2428
270920,2429
192910,2430
150482,2431
127123,2432
296631,2433
15377,2434
221124,2435
215800,2436
27248,2437
159400,2438
272770,2439
306285,2440
443970,2441
207923,2442
214820,2443
229523,2444
201157,2445
221198,2446
36035,2447
308025,2448
342429,2449
215514,2450
15716,2451
348613,2452
422529,2453
334920,2454
366897,2455
416615,2456
301345,2457
325585,2458
254879,2459
37863,2460
292341,2461
437490,2462
433761,2463
289438,2464
465276,2465
402816,2466
293917,2467
364046,2468
167240,2469
251625,2470
344755,2471
98467,2472
189392,2473
450156,2474
303704,2475
211801,2476
308510,2477
183756,2478
396336,2479
253763,2480
235803,2481
67518,2482
81246,2483
192251,2484
87616,2485
437020,2486
125318,2487
230257,2488
457231,2489
192013,2490
431800,2491
205764,2492
7997,2493
74288,2494
1454,2495
19332,2496
425448,2497
232300,2498
